iter	Logloss
122	0.004703688457
123	0.004670419872
124	0.00464169327
125	0.004612696024
126	0.004580145331
127	0.004548173939
128	0.00450968456
129	0.004484286019
130	0.004464692606
131	0.004435997761
132	0.004406558208
133	0.004378774
134	0.004348737124
135	0.004320144803
136	0.00429202023
137	0.004258662254
138	0.004224514166
139	0.004199399647
140	0.004167015189
141	0.004149553474
142	0.004119166518
143	0.004086809939
144	0.004053122378
145	0.004038231166
146	0.004022431347
147	0.003993457545
148	0.003978221361
149	0.003946762529
150	0.003934614982
151	0.003905542406
152	0.003858263305
153	0.003842897825
154	0.003820479795
155	0.00379208118
156	0.003763046733
157	0.003750266044
158	0.003729174129
159	0.003707784942
160	0.003683207673
161	0.003662208086
162	0.003631667301
163	0.003620252658
164	0.003605157455
165	0.003580223358
166	0.003567105952
167	0.003555307377
168	0.003532174442
169	0.003520442674
170	0.003505928907
171	0.003488708499
172	0.003474834272
173	0.003464285724
174	0.00344674952
175	0.003437325798
176	0.003414035084
177	0.003398566444
178	0.00337500708
179	0.003358580629
180	0.003336961445
181	0.003319927636
182	0.003299660901
183	0.00327362112
184	0.003264204015
185	0.003246417435
186	0.003230784462
187	0.003210542894
188	0.003195226319
189	0.003175860678
190	0.003160929472
191	0.003145676135
192	0.003126840567
193	0.003109252097
194	0.003093098943
195	0.003083870509
196	0.00306579479
197	0.003052327035
198	0.003043345123
199	0.003029521064
200	0.003020183511
201	0.003002926828
202	0.002994878982
203	0.002977741269
204	0.00296939484
205	0.002960959024
206	0.002945747796
207	0.002934502406
208	0.002921440394
209	0.00291359268
210	0.002897638883
211	0.002882977994
212	0.002865444016
213	0.0028490207
214	0.002836996815
215	0.002824214551
216	0.00279977125
217	0.002775082653
218	0.00276220951
219	0.002747336227
220	0.002733033022
221	0.00272197457
222	0.00271032946
223	0.002699049654
224	0.002683569914
225	0.002672925391
226	0.002662250913
227	0.002655100327
228	0.002646472127
229	0.002634003796
230	0.002627525339
231	0.002615753546
232	0.002605409438
233	0.00258708856
234	0.002574362578
235	0.002563608192
236	0.002545983805
237	0.00253988497
238	0.002526244861
239	0.002519569151
240	0.002506051663
241	0.002496639688
242	0.002487295763
243	0.00247705899
244	0.002467319844
245	0.002455769328
246	0.002450563624
247	0.002441653531
248	0.002430831038
249	0.002424691767
250	0.002415998453
251	0.002404898956
252	0.002399746924
253	0.002389491359
254	0.00237643004
255	0.002365752312
256	0.00235806178
257	0.002349502929
258	0.002343758827
259	0.002332139713
260	0.00232364283
261	0.002322190527
262	0.002316976598
263	0.002309037199
264	0.00230111011
265	0.002292340883
266	0.002282223948
267	0.002277214363
268	0.002269264615
269	0.002259344272
270	0.002254442463
271	0.002245347443
272	0.002241398133
273	0.002231112154
274	0.00222157897
275	0.002206019249
276	0.002201368528
277	0.00219170843
278	0.00219169405
279	0.002186885023
280	0.002178858711
281	0.002169925408
282	0.00216552386
283	0.002156231526
284	0.002151895163
285	0.002143600198
286	0.002139419389
287	0.002132252293
288	0.00212800339
289	0.002120591752
290	0.002110947019
291	0.00210743315
292	0.002099182458
293	0.00209547131
294	0.002088990279
295	0.002082304711
296	0.002075052658
297	0.0020688811
298	0.002062616883
299	0.002055860892
300	0.002051889677
301	0.002050028724
302	0.002043950595
303	0.002037835565
304	0.002031789236
305	0.002018925381
306	0.002013201041
307	0.002005404015
308	0.001995376046
309	0.001987760793
310	0.001980799953
311	0.001974968489
312	0.001964660374
313	0.001959048474
314	0.001954403955
315	0.001947089114
316	0.001941059842
317	0.001931160912
318	0.001923906408
319	0.001912317005
320	0.001908836122
321	0.001905380542
322	0.001901802577
323	0.0018986658
324	0.001896267233
325	0.001894885869
326	0.001887864283
327	0.001882272597
328	0.001878286803
329	0.001876703939
330	0.00187253352
331	0.001867977111
332	0.001867893174
333	0.001867817362
334	0.00186059645
335	0.001854497156
336	0.001848562806
337	0.001845475762
338	0.001838133562
339	0.001833264869
340	0.001827457022
341	0.001824366749
342	0.001819537117
343	0.001812054986
344	0.001811872206
345	0.001804780764
346	0.001799327857
347	0.001793864053
348	0.001789274724
349	0.001784644693
350	0.001777341705
351	0.001771337288
352	0.001766800058
353	0.001760859393
354	0.001755667157
355	0.001751194748
356	0.001746751874
357	0.001742957846
358	0.001738613822
359	0.001738505087
360	0.00173416527
361	0.001727947148
362	0.001722483822
363	0.001716787685
364	0.001711552333
365	0.001708430602
366	0.001703657015
367	0.0016994455
368	0.001692635626
369	0.001686557114
370	0.001678920163
371	0.001673384813
372	0.001668859668
373	0.001664484017
374	0.001663087712
375	0.001660182327
376	0.001653625584
377	0.001648362602
378	0.001643299772
379	0.001639261776
380	0.0016386422
381	0.001633765462
382	0.001631550813
383	0.001625667264
384	0.001625533641
385	0.001620628992
386	0.001615447245
387	0.001613165145
388	0.001609320011
389	0.001605793449
390	0.001600992562
391	0.001600992562
392	0.001600992562
393	0.001596307556
394	0.001592213885
395	0.001588225595
396	0.00158807721
397	0.00158807721
398	0.00158807721
399	0.001587568224
400	0.00158134404
401	0.001574595163
402	0.001570937637
403	0.001566855007
404	0.001563382576
405	0.00155863392
406	0.001556282572
407	0.001552265882
408	0.001547618199
409	0.001542703915
410	0.001538125735
411	0.001537465058
412	0.001536257351
413	0.001532434201
414	0.001528288076
415	0.00152308719
416	0.001521041995
417	0.001519094182
418	0.001514124026
419	0.001510828917
420	0.001503596795
421	0.001499841835
422	0.001493934316
423	0.001489394719
424	0.001487099193
425	0.001483562537
426	0.00148249482
427	0.001478372536
428	0.001478164453
429	0.001474069289
430	0.001473324266
431	0.001473276184
432	0.001473079306
433	0.001470145742
434	0.001464494865
435	0.001461089194
436	0.001457918409
437	0.001457827935
438	0.001456051445
439	0.001456039152
440	0.001452394116
441	0.001448797124
442	0.001445307734
443	0.001444814358
444	0.001441498575
445	0.001437959933
446	0.001435425183
447	0.001431604718
448	0.001430590701
449	0.001427990217
450	0.001427706973
451	0.001423712594
452	0.001423500717
453	0.001423445826
454	0.001423069805
455	0.001422867781
456	0.001419684112
457	0.001418385446
458	0.001415662242
459	0.001412345477
460	0.001408850166
461	0.001405048657
462	0.001404563082
463	0.001404081401
464	0.001404070018
465	0.001400673683
466	0.001398806736
467	0.001397298162
468	0.001395770729
469	0.001395086104
470	0.001393531112
471	0.001387441903
472	0.001386924331
473	0.001385961835
474	0.001384528677
475	0.001383412882
476	0.001378295401
477	0.001377979151
478	0.001375244043
479	0.001373583842
480	0.001372956504
481	0.001372952225
482	0.001372952225
483	0.001371129481
484	0.001368018036
485	0.001364583156
486	0.001359384785
487	0.001355813708
488	0.001353164933
489	0.001349640463
490	0.001349605692
491	0.001347756495
492	0.001344287398
493	0.001341956349
494	0.001339543841
495	0.001336586162
496	0.001336512348
497	0.001333523378
498	0.001332753884
499	0.001332445239
500	0.001329894198
501	0.001329894198
502	0.001326296214
503	0.001323680383
504	0.001322937829
505	0.001322081404
506	0.001320530476
507	0.001320359256
508	0.001320182209
509	0.001318452408
510	0.001315425412
511	0.001312864628
512	0.001310550243
513	0.001310546104
514	0.001307266855
515	0.001306909826
516	0.001306909826
517	0.001304467404
518	0.001300604741
519	0.001300562271
520	0.001297237618
521	0.001296486445
522	0.001292315027
523	0.00128968565
524	0.001286501796
525	0.001283416536
526	0.00128256911
527	0.001280869335
528	0.001277494084
529	0.001277372038
530	0.001276097722
531	0.001274382253
532	0.001274382253
533	0.001273211812
534	0.001271307764
535	0.001271286984
536	0.001270312702
537	0.001268921905
538	0.001268884558
539	0.001268425816
540	0.00126410902
541	0.001262038324
542	0.001259195082
543	0.001258919643
544	0.001258919643
545	0.001258919643
546	0.001258919643
547	0.001255911501
548	0.001250907679
549	0.0012488413
550	0.001246784579
551	0.001245273166
552	0.001243927188
553	0.001242813522
554	0.001242493412
555	0.001239097595
556	0.001238353557
557	0.001238353557
558	0.001238353557
559	0.001238353557
560	0.001238353557
561	0.001238353557
562	0.001238353557
563	0.001238353557
564	0.001238353557
565	0.001238353557
566	0.001238353557
567	0.001235789959
568	0.001235585617
569	0.001231670921
570	0.001229792487
571	0.001227617941
572	0.001224592319
573	0.001222246871
574	0.001221309067
575	0.001221290815
576	0.001221281677
577	0.00122059938
578	0.001219960213
579	0.001219004023
580	0.001219000678
581	0.001218928435
582	0.001218907991
583	0.001218659286
584	0.001216280656
585	0.001216134148
586	0.001214790084
587	0.001214790084
588	0.001213241202
589	0.001212297735
590	0.001212297735
591	0.001212297735
592	0.001210539841
593	0.001210166862
594	0.001210150971
595	0.001207770544
596	0.001206659232
597	0.00120490801
598	0.001204234356
599	0.001203326331
600	0.001202489642
601	0.001200362758
602	0.001199838697
603	0.001198178174
604	0.001197873737
605	0.00119776167
606	0.001197136692
607	0.001196900194
608	0.001195333359
609	0.001194857096
610	0.001194812954
611	0.001194709789
612	0.001194576417
613	0.001192665
614	0.001190476262
615	0.001188174639
616	0.001188010595
617	0.001183465389
618	0.001181618906
619	0.001180544246
620	0.001180242893
621	0.001176594795
622	0.001176490568
623	0.001174639342
624	0.001174349079
625	0.001173593167
626	0.001173154908
627	0.001170319101
628	0.001170152255
629	0.001167475009
630	0.001167249775
631	0.001164889219
632	0.001164856793
633	0.00116469362
634	0.001163529876
635	0.001163529876
636	0.001163529876
637	0.001162678186
638	0.001162472414
639	0.001162364947
640	0.001161006053
641	0.001160860164
642	0.001160106362
643	0.001158242972
644	0.001156529458
645	0.001155107236
646	0.001153720517
647	0.001153720517
648	0.001153623114
649	0.001153280209
650	0.001150925198
651	0.001149543179
652	0.001149396686
653	0.001148397701
654	0.001146620397
655	0.001145079888
656	0.00114451
657	0.001143049294
658	0.001142975028
659	0.001142412811
660	0.001141878962
661	0.001141574085
662	0.001141444772
663	0.001139423262
664	0.001139219562
665	0.001137327662
666	0.001136568773
667	0.001136568773
668	0.001134486137
669	0.001130386021
670	0.001129709054
671	0.001127274244
672	0.001126971293
673	0.001126563122
674	0.00112458007
675	0.001124024547
676	0.001122576462
677	0.001122576462
678	0.001119990974
679	0.00111987313
680	0.001119845961
681	0.001119627012
682	0.001119387876
683	0.001117511658
684	0.001117347231
685	0.001117152951
686	0.001114193124
687	0.001114193124
688	0.001114129583
689	0.001113906635
690	0.001112416429
691	0.001111301822
692	0.001108044521
693	0.001106305783
694	0.001106153349
695	0.001106111597
696	0.001105916583
697	0.001103179146
698	0.001103179146
699	0.001102476686
700	0.001101851754
701	0.00110172418
702	0.001100570311
703	0.001100512706
704	0.001099690092
705	0.00109865478
706	0.001098416682
707	0.001098049389
708	0.001097949146
709	0.001097593147
710	0.001097202729
711	0.001096972721
712	0.001096627526
713	0.001096613792
714	0.001096014839
715	0.001095967246
716	0.001095783581
717	0.001095674105
718	0.001093981683
719	0.001093965474
720	0.001091960444
721	0.001091829264
722	0.001091182845
723	0.001089524748
724	0.001089424617
725	0.001089271803
726	0.001088757012
727	0.001087595828
728	0.00108717636
729	0.001087056089
730	0.001086576222
731	0.001085885321
732	0.00108441408
733	0.001082134959
734	0.001082022578
735	0.001080436363
736	0.001079149014
737	0.00107914349
738	0.00107914349
739	0.001079116774
740	0.001078146977
741	0.001076106983
742	0.001073704641
743	0.001073506893
744	0.001073451995
745	0.001073424863
746	0.001073124399
747	0.001073026172
748	0.001072947849
749	0.001072391307
750	0.001072059357
751	0.001071995086
752	0.001069697107
753	0.001069697107
754	0.001069663906
755	0.001069333023
756	0.001069245857
757	0.001069211356
758	0.001068758669
759	0.001066372837
760	0.001066178202
761	0.001063502136
762	0.001063455542
763	0.001063450423
764	0.001062369824
765	0.001061951236
766	0.00106078685
767	0.001060766101
768	0.001060728501
769	0.001060686987
770	0.001060521159
771	0.001060483704
772	0.001060440168
773	0.001060440168
774	0.001060440168
775	0.001060440168
776	0.001060245652
777	0.001060245652
778	0.001059537135
779	0.001057353466
780	0.001056181665
781	0.001056169297
782	0.001055803298
783	0.001055004195
784	0.001053928156
785	0.00105358462
786	0.001050988659
787	0.001049421988
788	0.001048916859
789	0.001048861463
790	0.001048473486
791	0.001046281414
792	0.001046082102
793	0.001046082102
794	0.001046082102
795	0.001045529325
796	0.001045529325
797	0.001044930523
798	0.001043893484
799	0.001041965687
800	0.001041965687
801	0.001041943219
802	0.001041825588
803	0.001041105281
804	0.001040977785
805	0.001040450356
806	0.001039863206
807	0.001039822019
808	0.001039715789
809	0.001039591804
810	0.001039550248
811	0.001039550248
812	0.001039550248
813	0.001039550248
814	0.001039545073
815	0.001038334959
816	0.00103816945
817	0.001038129452
818	0.001037913855
819	0.001037353126
820	0.00103725153
821	0.001035403091
822	0.001033764927
823	0.001033753632
824	0.001033650855
825	0.001033591815
826	0.00103338678
827	0.001032838298
828	0.001032707478
829	0.00103258149
830	0.001032518338
831	0.001032422688
832	0.001032307524
833	0.001032255593
834	0.001031764876
835	0.001031425314
836	0.001031413905
837	0.001031132044
838	0.001030963923
839	0.001030963923
840	0.001030963923
841	0.001030955933
842	0.001030882137
843	0.00103084343
844	0.001030544997
845	0.001030492168
846	0.001030000916
847	0.001029637839
848	0.001028944149
849	0.001028261695
850	0.001027529843
851	0.001027463858
852	0.001026809999
853	0.001026182386
854	0.001025948392
855	0.001025591343
856	0.001025551082
857	0.001025223087
858	0.001025048646
859	0.001024511462
860	0.001024381833
861	0.001024341677
862	0.001024306434
863	0.001024028355
864	0.00102272072
865	0.001021668902
866	0.001021038383
867	0.001020845977
868	0.001020712339
869	0.001020689597
870	0.001020488065
871	0.00102033764
872	0.001020233285
873	0.00102001184
874	0.00102001184
875	0.001019816475
876	0.001019702168
877	0.001018811831
878	0.001016417686
879	0.001016371403
880	0.001016260192
881	0.001015847606
882	0.001015232785
883	0.001014010756
884	0.001013118118
885	0.001013115028
886	0.001013089481
887	0.001012876781
888	0.001012850552
889	0.00101261994
890	0.001012613761
891	0.001012519721
892	0.001012276678
893	0.001011260939
894	0.001011016133
895	0.001010076458
896	0.00100800417
897	0.001007761854
898	0.001007584558
899	0.001007565204
900	0.001005643838
901	0.0010025163
902	0.001002308944
903	0.001001705458
904	0.001001700722
905	0.001001431313
906	0.001001008457
907	0.001000191885
908	0.0009993460187
909	0.0009991900319
910	0.0009978040197
911	0.0009976486589
912	0.000997538263
913	0.0009962046593
914	0.0009960823065
915	0.0009959872511
916	0.0009954810442
917	0.0009954446205
918	0.0009944636141
919	0.0009928579513
920	0.0009928579513
921	0.0009905572737
922	0.0009901196091
923	0.0009897785566
924	0.0009893880855
925	0.000989226404
926	0.0009890741346
927	0.0009888594536
928	0.0009881151665
929	0.0009880354967
930	0.0009871982524
931	0.0009869705721
932	0.0009857139122
933	0.0009853928927
934	0.0009852221559
935	0.0009852192449
936	0.0009842747924
937	0.0009842566
938	0.0009840907552
939	0.0009836923053
940	0.000983035227
941	0.0009822586861
942	0.0009818046916
943	0.0009817872231
944	0.0009817060533
945	0.0009816868848
946	0.0009800644665
947	0.0009800596561
948	0.0009797906569
949	0.0009782511966
950	0.0009782317613
951	0.0009779899535
952	0.0009776981849
953	0.0009775223396
954	0.0009766169997
955	0.0009758837724
956	0.0009755834824
957	0.0009753940906
958	0.0009745701618
959	0.0009744314376
960	0.0009740543896
961	0.0009721222207
962	0.000970777309
963	0.0009703279072
964	0.0009700923429
965	0.0009676459049
966	0.0009674154798
967	0.000967147032
968	0.0009670791413
969	0.0009665207143
970	0.0009656850233
971	0.0009656415042
972	0.0009655598248
973	0.0009655310779
974	0.0009638958484
975	0.0009638958484
976	0.0009638958484
977	0.0009636830361
978	0.0009636443958
979	0.0009635560321
980	0.0009634843218
981	0.0009627442442
982	0.0009624003969
983	0.0009622849273
984	0.0009617411779
985	0.000961377555
986	0.000961207217
987	0.0009611260885
988	0.0009609618279
989	0.0009608726464
990	0.0009584088064
991	0.0009584088064
992	0.0009584088064
993	0.0009583934227
994	0.000956955124
995	0.0009545470921
996	0.000954463338
997	0.0009544111802
998	0.0009543058552
999	0.0009540668746
